starttime	seconds	ctime	dtime	ttime	wait
Mon Sep 17 09:32:19 2018	1537169539	1958	863	2822	860
Mon Sep 17 09:32:19 2018	1537169539	1782	1039	2822	1037
Mon Sep 17 09:32:19 2018	1537169539	1782	1039	2822	1037
Mon Sep 17 09:32:19 2018	1537169539	1922	900	2822	897
Mon Sep 17 09:32:19 2018	1537169539	1940	882	2822	879
Mon Sep 17 09:32:19 2018	1537169539	1888	934	2822	932
Mon Sep 17 09:32:19 2018	1537169539	1782	1040	2822	1037
Mon Sep 17 09:32:19 2018	1537169539	1947	875	2822	872
Mon Sep 17 09:32:19 2018	1537169539	1922	900	2822	898
Mon Sep 17 09:32:19 2018	1537169539	1888	934	2822	932
Mon Sep 17 09:32:16 2018	1537169536	922	1900	2823	1564
Mon Sep 17 09:32:16 2018	1537169536	974	1849	2823	1513
Mon Sep 17 09:33:15 2018	1537169595	2290	536	2826	535
Mon Sep 17 09:33:15 2018	1537169595	2283	543	2826	542
Mon Sep 17 09:33:15 2018	1537169595	2289	537	2826	537
Mon Sep 17 09:33:15 2018	1537169595	2282	544	2826	543
Mon Sep 17 09:33:15 2018	1537169595	2283	543	2826	543
Mon Sep 17 09:33:45 2018	1537169625	811	2015	2826	1970
Mon Sep 17 09:33:45 2018	1537169625	813	2014	2827	1968
Mon Sep 17 09:33:15 2018	1537169595	2289	538	2827	537
Mon Sep 17 09:32:19 2018	1537169539	1787	1040	2828	1038
Mon Sep 17 09:32:19 2018	1537169539	1788	1040	2828	1037
Mon Sep 17 09:32:14 2018	1537169534	1843	985	2829	985
Mon Sep 17 09:33:45 2018	1537169625	814	2015	2829	1970
Mon Sep 17 09:33:45 2018	1537169625	747	2082	2829	2037
Mon Sep 17 09:34:19 2018	1537169659	1361	1468	2829	1432
Mon Sep 17 09:34:19 2018	1537169659	1361	1468	2829	1432
Mon Sep 17 09:34:19 2018	1537169659	1363	1466	2829	1430
Mon Sep 17 09:34:19 2018	1537169659	1362	1468	2830	1431
Mon Sep 17 09:33:45 2018	1537169625	1292	1537	2830	1534
Mon Sep 17 09:33:45 2018	1537169625	1292	1537	2830	1534
Mon Sep 17 09:32:14 2018	1537169534	1843	986	2830	986
Mon Sep 17 09:32:14 2018	1537169534	1843	986	2830	985
Mon Sep 17 09:34:19 2018	1537169659	1362	1468	2830	1431
Mon Sep 17 09:33:45 2018	1537169625	814	2017	2830	1970
Mon Sep 17 09:33:45 2018	1537169625	1291	1540	2830	1536
Mon Sep 17 09:31:25 2018	1537169485	1527	1304	2830	1279
Mon Sep 17 09:34:19 2018	1537169659	1364	1467	2830	1430
Mon Sep 17 09:34:19 2018	1537169659	1364	1467	2830	1430
Mon Sep 17 09:34:19 2018	1537169659	1364	1467	2830	1430
Mon Sep 17 09:31:25 2018	1537169485	1526	1304	2831	1304
Mon Sep 17 09:34:19 2018	1537169659	1361	1469	2831	1432
Mon Sep 17 09:33:45 2018	1537169625	813	2018	2831	1972
Mon Sep 17 09:33:45 2018	1537169625	813	2018	2831	1971
Mon Sep 17 09:32:28 2018	1537169548	2175	656	2831	632
Mon Sep 17 09:33:45 2018	1537169625	1289	1542	2831	1539
Mon Sep 17 09:31:25 2018	1537169485	1527	1304	2832	1304
Mon Sep 17 09:32:28 2018	1537169548	2175	656	2832	632
Mon Sep 17 09:31:02 2018	1537169462	1329	1502	2832	1499
Mon Sep 17 09:34:19 2018	1537169659	2003	829	2832	826
Mon Sep 17 09:34:19 2018	1537169659	2003	829	2832	826
Mon Sep 17 09:31:02 2018	1537169462	1329	1503	2832	1500
Mon Sep 17 09:31:02 2018	1537169462	1329	1503	2832	1499
Mon Sep 17 09:31:02 2018	1537169462	1358	1474	2833	1470
Mon Sep 17 09:31:02 2018	1537169462	1332	1502	2833	1498
Mon Sep 17 09:31:02 2018	1537169462	1330	1503	2833	1499
Mon Sep 17 09:31:02 2018	1537169462	1878	956	2834	951
Mon Sep 17 09:34:34 2018	1537169674	1786	1047	2834	1044
Mon Sep 17 09:31:02 2018	1537169462	1329	1505	2834	1500
Mon Sep 17 09:31:02 2018	1537169462	1329	1505	2834	1500
Mon Sep 17 09:31:02 2018	1537169462	1329	1504	2834	1500
Mon Sep 17 09:31:02 2018	1537169462	1331	1502	2834	1498
Mon Sep 17 09:31:02 2018	1537169462	1845	989	2834	984
Mon Sep 17 09:31:02 2018	1537169462	1331	1503	2834	1498
Mon Sep 17 09:31:02 2018	1537169462	1332	1502	2834	1498
Mon Sep 17 09:31:02 2018	1537169462	1845	989	2834	984
Mon Sep 17 09:31:02 2018	1537169462	1330	1505	2834	1500
Mon Sep 17 09:31:02 2018	1537169462	1330	1504	2834	1500
Mon Sep 17 09:34:28 2018	1537169668	1818	1016	2835	1016
Mon Sep 17 09:33:34 2018	1537169614	1670	1167	2837	1167
Mon Sep 17 09:32:43 2018	1537169563	1495	1344	2839	975
Mon Sep 17 09:32:43 2018	1537169563	1720	1120	2840	1118
Mon Sep 17 09:32:43 2018	1537169563	1712	1129	2840	1127
Mon Sep 17 09:32:14 2018	1537169534	2124	717	2841	717
Mon Sep 17 09:32:43 2018	1537169563	1582	1259	2841	890
Mon Sep 17 09:35:45 2018	1537169745	2189	652	2842	614
Mon Sep 17 09:32:14 2018	1537169534	1843	999	2842	998
Mon Sep 17 09:32:43 2018	1537169563	1487	1356	2842	987
Mon Sep 17 09:35:45 2018	1537169745	2190	653	2842	614
Mon Sep 17 09:32:14 2018	1537169534	1883	960	2843	960
Mon Sep 17 09:34:33 2018	1537169673	1710	1133	2843	1130
Mon Sep 17 09:32:14 2018	1537169534	1844	999	2843	999
Mon Sep 17 09:34:33 2018	1537169673	1697	1146	2843	1143
Mon Sep 17 09:34:33 2018	1537169673	1710	1133	2843	1130
Mon Sep 17 09:34:33 2018	1537169673	1710	1133	2844	1131
Mon Sep 17 09:32:21 2018	1537169541	1309	1535	2844	1534
Mon Sep 17 09:32:14 2018	1537169534	1897	947	2844	947
Mon Sep 17 09:32:43 2018	1537169563	1798	1046	2844	1044
Mon Sep 17 09:33:51 2018	1537169631	1412	1432	2844	1417
Mon Sep 17 09:34:33 2018	1537169673	1711	1134	2844	1131
Mon Sep 17 09:32:14 2018	1537169534	1897	947	2844	947
Mon Sep 17 09:34:33 2018	1537169673	1798	1047	2845	1042
Mon Sep 17 09:34:33 2018	1537169673	1747	1097	2845	1093
Mon Sep 17 09:34:33 2018	1537169673	1747	1097	2845	1094
Mon Sep 17 09:32:14 2018	1537169534	1896	949	2845	949
Mon Sep 17 09:32:14 2018	1537169534	1897	948	2845	946
Mon Sep 17 09:31:27 2018	1537169487	1571	1274	2845	1263
Mon Sep 17 09:32:43 2018	1537169563	1799	1046	2845	1044
Mon Sep 17 09:33:24 2018	1537169604	1993	852	2845	850
Mon Sep 17 09:34:33 2018	1537169673	1749	1097	2845	1094
Mon Sep 17 09:32:21 2018	1537169541	1446	1400	2845	1400
Mon Sep 17 09:32:14 2018	1537169534	1897	950	2847	948
Mon Sep 17 09:32:14 2018	1537169534	1925	923	2848	923
Mon Sep 17 09:33:24 2018	1537169604	2759	89	2848	86
Mon Sep 17 09:32:14 2018	1537169534	1864	984	2848	982
Mon Sep 17 09:32:14 2018	1537169534	1925	924	2849	923
Mon Sep 17 09:33:43 2018	1537169623	2324	525	2849	498
Mon Sep 17 09:33:15 2018	1537169595	2256	594	2849	593
Mon Sep 17 09:32:31 2018	1537169551	1666	1184	2849	1172
Mon Sep 17 09:33:15 2018	1537169595	2244	605	2849	605
Mon Sep 17 09:33:15 2018	1537169595	2255	594	2849	593
Mon Sep 17 09:33:24 2018	1537169604	1995	854	2849	851
Mon Sep 17 09:33:15 2018	1537169595	2244	605	2850	605
Mon Sep 17 09:33:15 2018	1537169595	2287	563	2850	562
Mon Sep 17 09:33:15 2018	1537169595	2256	594	2850	593
Mon Sep 17 09:33:15 2018	1537169595	2298	552	2850	550
Mon Sep 17 09:33:43 2018	1537169623	2325	525	2850	499
Mon Sep 17 09:33:43 2018	1537169623	2325	525	2850	498
Mon Sep 17 09:32:14 2018	1537169534	1925	925	2850	924
Mon Sep 17 09:32:14 2018	1537169534	1925	925	2850	924
Mon Sep 17 09:32:14 2018	1537169534	2112	740	2852	736
Mon Sep 17 09:33:24 2018	1537169604	2007	854	2860	851
Mon Sep 17 09:31:56 2018	1537169516	1663	1202	2864	1200
Mon Sep 17 09:31:56 2018	1537169516	1601	1263	2865	1263
Mon Sep 17 09:31:56 2018	1537169516	1663	1202	2865	1201
Mon Sep 17 09:31:56 2018	1537169516	1647	1218	2865	1217
Mon Sep 17 09:32:39 2018	1537169559	1515	1350	2865	1350
Mon Sep 17 09:31:56 2018	1537169516	1647	1218	2865	1217
Mon Sep 17 09:33:24 2018	1537169604	2011	854	2865	851
Mon Sep 17 09:31:56 2018	1537169516	1663	1203	2865	1201
Mon Sep 17 09:33:43 2018	1537169623	2329	541	2870	515
Mon Sep 17 09:34:00 2018	1537169640	1781	1090	2871	1089
Mon Sep 17 09:33:49 2018	1537169629	1482	1392	2873	1310
Mon Sep 17 09:34:33 2018	1537169673	1776	1097	2873	1094
Mon Sep 17 09:33:49 2018	1537169629	1482	1391	2874	1310
Mon Sep 17 09:33:49 2018	1537169629	1484	1391	2874	1309
Mon Sep 17 09:32:08 2018	1537169528	1737	1138	2875	1129
Mon Sep 17 09:33:49 2018	1537169629	1485	1390	2875	1309
Mon Sep 17 09:33:49 2018	1537169629	1484	1391	2875	1310
Mon Sep 17 09:32:08 2018	1537169528	1737	1138	2876	1128
Mon Sep 17 09:33:49 2018	1537169629	1484	1392	2876	1310
Mon Sep 17 09:33:49 2018	1537169629	1485	1391	2876	1310
Mon Sep 17 09:34:33 2018	1537169673	1779	1097	2876	1094
Mon Sep 17 09:34:33 2018	1537169673	1781	1098	2878	1094
Mon Sep 17 09:33:49 2018	1537169629	1550	1331	2881	1242
Mon Sep 17 09:32:40 2018	1537169560	1436	1446	2881	1445
Mon Sep 17 09:33:49 2018	1537169629	1551	1331	2882	1242
Mon Sep 17 09:32:14 2018	1537169534	1925	957	2882	957
Mon Sep 17 09:33:49 2018	1537169629	2068	814	2882	753
Mon Sep 17 09:33:49 2018	1537169629	2071	812	2883	752
Mon Sep 17 09:32:40 2018	1537169560	1436	1448	2883	1446
Mon Sep 17 09:34:37 2018	1537169677	1616	1267	2883	1264
Mon Sep 17 09:33:49 2018	1537169629	1530	1354	2884	1272
Mon Sep 17 09:34:33 2018	1537169673	1786	1098	2885	1095
Mon Sep 17 09:33:49 2018	1537169629	1509	1375	2885	1293
Mon Sep 17 09:33:49 2018	1537169629	1523	1362	2885	1272
Mon Sep 17 09:34:45 2018	1537169685	1744	1141	2886	1140
Mon Sep 17 09:34:33 2018	1537169673	1787	1098	2886	1095
Mon Sep 17 09:34:33 2018	1537169673	1793	1098	2891	1095
Mon Sep 17 09:33:15 2018	1537169595	2329	562	2891	561
Mon Sep 17 09:34:33 2018	1537169673	1793	1098	2891	1095
Mon Sep 17 09:34:33 2018	1537169673	1794	1098	2892	1095
Mon Sep 17 09:33:15 2018	1537169595	2318	574	2892	573
Mon Sep 17 09:33:15 2018	1537169595	2318	574	2892	573
Mon Sep 17 09:33:49 2018	1537169629	1530	1362	2892	1272
Mon Sep 17 09:33:15 2018	1537169595	2318	574	2892	573
Mon Sep 17 09:33:49 2018	1537169629	1530	1362	2892	1272
Mon Sep 17 09:34:33 2018	1537169673	1871	1022	2893	1018
Mon Sep 17 09:34:33 2018	1537169673	1794	1099	2893	1095
Mon Sep 17 09:36:17 2018	1537169777	1846	1047	2893	1045
Mon Sep 17 09:32:08 2018	1537169528	1511	1382	2893	1360
Mon Sep 17 09:33:12 2018	1537169592	1139	1756	2895	1686
Mon Sep 17 09:32:08 2018	1537169528	1756	1139	2896	1129
Mon Sep 17 09:33:12 2018	1537169592	1190	1705	2896	1635
Mon Sep 17 09:34:33 2018	1537169673	1797	1099	2896	1096
Mon Sep 17 09:33:12 2018	1537169592	1191	1705	2896	1635
Mon Sep 17 09:33:15 2018	1537169595	2349	547	2896	543
Mon Sep 17 09:33:12 2018	1537169592	1191	1705	2896	1635
Mon Sep 17 09:33:12 2018	1537169592	1137	1759	2896	1689
Mon Sep 17 09:33:12 2018	1537169592	1164	1732	2896	1662
Mon Sep 17 09:33:12 2018	1537169592	1176	1721	2897	1650
Mon Sep 17 09:32:08 2018	1537169528	1758	1139	2897	1129
Mon Sep 17 09:33:12 2018	1537169592	1165	1733	2898	1663
Mon Sep 17 09:34:33 2018	1537169673	1799	1099	2898	1096
Mon Sep 17 09:32:08 2018	1537169528	1567	1335	2903	1315
Mon Sep 17 09:32:08 2018	1537169528	1536	1367	2903	1348
Mon Sep 17 09:32:08 2018	1537169528	1536	1367	2903	1347
Mon Sep 17 09:32:11 2018	1537169531	2083	820	2904	814
Mon Sep 17 09:36:17 2018	1537169777	1846	1057	2904	1056
Mon Sep 17 09:36:17 2018	1537169777	1860	1044	2904	1042
Mon Sep 17 09:32:08 2018	1537169528	1454	1450	2905	1428
Mon Sep 17 09:32:08 2018	1537169528	1567	1337	2905	1315
Mon Sep 17 09:32:08 2018	1537169528	1536	1369	2905	1347
Mon Sep 17 09:32:08 2018	1537169528	1553	1352	2905	1330
Mon Sep 17 09:32:08 2018	1537169528	1553	1352	2905	1330
Mon Sep 17 09:36:17 2018	1537169777	1846	1059	2905	1056
Mon Sep 17 09:32:08 2018	1537169528	1567	1338	2905	1329
Mon Sep 17 09:32:08 2018	1537169528	1567	1338	2906	1329
Mon Sep 17 09:32:08 2018	1537169528	1568	1338	2906	1329
Mon Sep 17 09:32:08 2018	1537169528	1536	1370	2906	1348
Mon Sep 17 09:32:08 2018	1537169528	1536	1370	2906	1361
Mon Sep 17 09:32:08 2018	1537169528	1768	1139	2907	1129
Mon Sep 17 09:31:25 2018	1537169485	1266	1641	2908	1639
Mon Sep 17 09:31:25 2018	1537169485	1432	1476	2908	1474
Mon Sep 17 09:34:33 2018	1537169673	1797	1110	2908	1108
Mon Sep 17 09:31:25 2018	1537169485	1239	1669	2908	1667
Mon Sep 17 09:31:25 2018	1537169485	1433	1476	2908	1473
Mon Sep 17 09:31:25 2018	1537169485	1432	1477	2908	1474
Mon Sep 17 09:32:11 2018	1537169531	1901	1008	2909	1003
Mon Sep 17 09:32:11 2018	1537169531	2089	822	2910	816
Mon Sep 17 09:31:41 2018	1537169501	2666	244	2910	244
Mon Sep 17 09:32:39 2018	1537169559	1383	1529	2912	1529
Mon Sep 17 09:32:39 2018	1537169559	1415	1499	2914	1498
Mon Sep 17 09:36:17 2018	1537169777	1869	1045	2914	1043
Mon Sep 17 09:36:17 2018	1537169777	1846	1069	2914	1067
Mon Sep 17 09:36:17 2018	1537169777	1846	1069	2914	1067
Mon Sep 17 09:36:17 2018	1537169777	1846	1069	2915	1067
Mon Sep 17 09:33:43 2018	1537169623	2392	523	2915	497
Mon Sep 17 09:36:17 2018	1537169777	1871	1045	2916	1042
Mon Sep 17 09:34:45 2018	1537169685	1776	1141	2917	1140
Mon Sep 17 09:32:39 2018	1537169559	1497	1420	2918	1415
Mon Sep 17 09:32:39 2018	1537169559	1499	1418	2918	1418
Mon Sep 17 09:31:44 2018	1537169504	1757	1161	2918	1160
Mon Sep 17 09:32:39 2018	1537169559	1498	1421	2918	1421
Mon Sep 17 09:31:44 2018	1537169504	1757	1162	2919	1161
Mon Sep 17 09:32:39 2018	1537169559	1498	1421	2919	1420
Mon Sep 17 09:32:39 2018	1537169559	1436	1483	2920	1477
Mon Sep 17 09:32:40 2018	1537169560	1712	1209	2920	1171
Mon Sep 17 09:33:43 2018	1537169623	1824	1096	2920	1092
Mon Sep 17 09:33:06 2018	1537169586	2060	862	2922	861
Mon Sep 17 09:34:45 2018	1537169685	1779	1143	2922	1141
Mon Sep 17 09:33:06 2018	1537169586	2080	842	2922	842
Mon Sep 17 09:35:30 2018	1537169730	1507	1417	2924	1089
Mon Sep 17 09:31:41 2018	1537169501	2666	260	2926	259
Mon Sep 17 09:31:41 2018	1537169501	2666	261	2927	261
Mon Sep 17 09:31:44 2018	1537169504	2507	425	2931	425
Mon Sep 17 09:31:44 2018	1537169504	1765	1167	2932	1164
Mon Sep 17 09:32:40 2018	1537169560	1753	1180	2933	1179
Mon Sep 17 09:32:40 2018	1537169560	1717	1216	2933	1215
Mon Sep 17 09:32:40 2018	1537169560	1718	1215	2933	1215
Mon Sep 17 09:31:44 2018	1537169504	1744	1190	2934	1190
Mon Sep 17 09:31:44 2018	1537169504	1744	1190	2935	1190
Mon Sep 17 09:31:44 2018	1537169504	1744	1191	2935	1190
Mon Sep 17 09:31:44 2018	1537169504	1745	1191	2935	1191
Mon Sep 17 09:31:44 2018	1537169504	1744	1191	2936	1190
Mon Sep 17 09:31:41 2018	1537169501	2666	270	2936	270
Mon Sep 17 09:31:41 2018	1537169501	2666	271	2937	270
Mon Sep 17 09:32:14 2018	1537169534	2219	717	2937	717
Mon Sep 17 09:32:14 2018	1537169534	2223	715	2937	715
Mon Sep 17 09:31:25 2018	1537169485	1223	1716	2938	1683
Mon Sep 17 09:31:25 2018	1537169485	1431	1507	2939	1507
Mon Sep 17 09:36:17 2018	1537169777	1894	1045	2939	1043
Mon Sep 17 09:32:14 2018	1537169534	2190	749	2939	746
Mon Sep 17 09:31:44 2018	1537169504	1744	1195	2939	1194
Mon Sep 17 09:32:28 2018	1537169548	1684	1256	2939	1229
Mon Sep 17 09:32:28 2018	1537169548	1684	1256	2939	1204
Mon Sep 17 09:31:44 2018	1537169504	1756	1184	2940	1184
Mon Sep 17 09:31:44 2018	1537169504	1733	1207	2940	1207
Mon Sep 17 09:31:25 2018	1537169485	2602	338	2941	338
Mon Sep 17 09:31:25 2018	1537169485	2602	339	2941	338
Mon Sep 17 09:31:44 2018	1537169504	1733	1208	2941	1208
Mon Sep 17 09:36:17 2018	1537169777	1897	1045	2942	1043
Mon Sep 17 09:32:28 2018	1537169548	1687	1256	2943	1229
Mon Sep 17 09:32:28 2018	1537169548	1688	1256	2944	1177
Mon Sep 17 09:31:44 2018	1537169504	1772	1172	2944	1172
Mon Sep 17 09:36:17 2018	1537169777	1809	1135	2945	1123
Mon Sep 17 09:32:28 2018	1537169548	1689	1256	2945	1191
Mon Sep 17 09:36:17 2018	1537169777	1901	1045	2947	1043
Mon Sep 17 09:36:17 2018	1537169777	1902	1045	2948	1043
Mon Sep 17 09:36:17 2018	1537169777	1901	1046	2948	1044
Mon Sep 17 09:31:44 2018	1537169504	1768	1180	2948	1170
Mon Sep 17 09:31:44 2018	1537169504	1756	1193	2948	1184
Mon Sep 17 09:31:44 2018	1537169504	1744	1204	2949	1195
Mon Sep 17 09:34:45 2018	1537169685	1806	1143	2949	1142
Mon Sep 17 09:34:45 2018	1537169685	1806	1144	2950	1142
Mon Sep 17 09:31:44 2018	1537169504	1722	1228	2950	1219
Mon Sep 17 09:31:44 2018	1537169504	1744	1206	2950	1204
Mon Sep 17 09:31:25 2018	1537169485	2705	246	2951	234
Mon Sep 17 09:31:25 2018	1537169485	2701	251	2952	250
Mon Sep 17 09:31:25 2018	1537169485	2614	338	2952	337
Mon Sep 17 09:31:25 2018	1537169485	2722	231	2953	229
Mon Sep 17 09:34:10 2018	1537169650	1576	1377	2953	1356
Mon Sep 17 09:33:43 2018	1537169623	1842	1110	2953	1093
Mon Sep 17 09:34:10 2018	1537169650	1622	1331	2953	1310
Mon Sep 17 09:31:25 2018	1537169485	2602	351	2953	351
Mon Sep 17 09:34:10 2018	1537169650	1576	1377	2953	1356
Mon Sep 17 09:36:17 2018	1537169777	1908	1045	2953	1043
Mon Sep 17 09:33:43 2018	1537169623	2430	523	2953	497
Mon Sep 17 09:34:10 2018	1537169650	1554	1400	2953	1379
Mon Sep 17 09:31:25 2018	1537169485	2602	352	2953	351
Mon Sep 17 09:31:25 2018	1537169485	2602	352	2953	350
Mon Sep 17 09:34:10 2018	1537169650	1576	1378	2954	1357
Mon Sep 17 09:36:17 2018	1537169777	1908	1045	2954	1044
Mon Sep 17 09:35:12 2018	1537169712	1543	1410	2954	1239
Mon Sep 17 09:34:10 2018	1537169650	1554	1400	2954	1380
Mon Sep 17 09:34:10 2018	1537169650	1782	1172	2954	1164
Mon Sep 17 09:34:10 2018	1537169650	1524	1430	2954	1410
Mon Sep 17 09:36:17 2018	1537169777	1908	1046	2955	1044
Mon Sep 17 09:34:10 2018	1537169650	1796	1159	2955	1150
Mon Sep 17 09:34:10 2018	1537169650	1783	1172	2955	1164
Mon Sep 17 09:34:10 2018	1537169650	1541	1414	2955	1393
Mon Sep 17 09:34:10 2018	1537169650	1782	1172	2955	1164
Mon Sep 17 09:34:10 2018	1537169650	1525	1430	2955	1410
Mon Sep 17 09:33:43 2018	1537169623	1841	1114	2955	1093
Mon Sep 17 09:36:17 2018	1537169777	1909	1046	2955	1044
Mon Sep 17 09:34:10 2018	1537169650	1738	1217	2955	1207
Mon Sep 17 09:34:10 2018	1537169650	1649	1307	2955	1296
Mon Sep 17 09:34:10 2018	1537169650	1811	1144	2955	1136
Mon Sep 17 09:34:10 2018	1537169650	1760	1196	2956	1188
Mon Sep 17 09:34:10 2018	1537169650	1766	1190	2956	1181
Mon Sep 17 09:32:14 2018	1537169534	1935	1024	2959	1004
Mon Sep 17 09:32:14 2018	1537169534	2208	752	2960	749
Mon Sep 17 09:33:43 2018	1537169623	2400	561	2962	535
Mon Sep 17 09:32:27 2018	1537169547	1273	1689	2962	1651
Mon Sep 17 09:32:27 2018	1537169547	1273	1690	2962	1651
Mon Sep 17 09:34:10 2018	1537169650	1644	1319	2963	1309
Mon Sep 17 09:34:10 2018	1537169650	1644	1319	2963	1309
Mon Sep 17 09:34:10 2018	1537169650	1644	1319	2963	1309
Mon Sep 17 09:34:10 2018	1537169650	1644	1319	2964	1309
Mon Sep 17 09:33:43 2018	1537169623	1874	1094	2967	1089
Mon Sep 17 09:33:43 2018	1537169623	1874	1093	2967	1089
Mon Sep 17 09:35:06 2018	1537169706	1411	1557	2967	1553
Mon Sep 17 09:33:43 2018	1537169623	1870	1097	2968	1092
Mon Sep 17 09:35:06 2018	1537169706	1459	1509	2968	1506
Mon Sep 17 09:35:06 2018	1537169706	1459	1509	2968	1506
Mon Sep 17 09:35:06 2018	1537169706	1456	1512	2968	1508
Mon Sep 17 09:33:43 2018	1537169623	1873	1095	2968	1091
Mon Sep 17 09:33:43 2018	1537169623	1874	1094	2968	1090
Mon Sep 17 09:33:43 2018	1537169623	1873	1095	2968	1090
Mon Sep 17 09:34:10 2018	1537169650	1649	1319	2969	1309
Mon Sep 17 09:36:17 2018	1537169777	1924	1047	2971	1044
Mon Sep 17 09:33:24 2018	1537169604	2759	215	2974	215
Mon Sep 17 09:33:19 2018	1537169599	1679	1296	2976	1282
Mon Sep 17 09:33:19 2018	1537169599	1834	1142	2976	1128
Mon Sep 17 09:33:19 2018	1537169599	1818	1158	2976	1144
Mon Sep 17 09:33:19 2018	1537169599	1834	1143	2976	1128
Mon Sep 17 09:33:24 2018	1537169604	2761	216	2977	216
Mon Sep 17 09:33:19 2018	1537169599	1683	1295	2978	1280
Mon Sep 17 09:33:19 2018	1537169599	1683	1295	2978	1281
Mon Sep 17 09:33:19 2018	1537169599	1683	1295	2978	1281
Mon Sep 17 09:35:30 2018	1537169730	1507	1472	2979	1144
Mon Sep 17 09:33:19 2018	1537169599	1687	1295	2981	1281
Mon Sep 17 09:33:19 2018	1537169599	1687	1295	2982	1281
Mon Sep 17 09:33:43 2018	1537169623	2034	949	2983	931
Mon Sep 17 09:33:43 2018	1537169623	1874	1109	2983	1091
Mon Sep 17 09:33:19 2018	1537169599	1688	1295	2983	1281
Mon Sep 17 09:33:43 2018	1537169623	1871	1112	2983	1094
Mon Sep 17 09:33:43 2018	1537169623	1873	1110	2983	1092
Mon Sep 17 09:33:43 2018	1537169623	1870	1114	2985	1094
Mon Sep 17 09:33:43 2018	1537169623	2033	952	2986	931
Mon Sep 17 09:33:43 2018	1537169623	2400	592	2992	566
Mon Sep 17 09:32:11 2018	1537169531	2164	830	2994	824
Mon Sep 17 09:32:11 2018	1537169531	1989	1006	2995	1002
Mon Sep 17 09:36:17 2018	1537169777	1949	1046	2995	1044
Mon Sep 17 09:33:24 2018	1537169604	2761	239	3000	239
Mon Sep 17 09:36:17 2018	1537169777	1953	1047	3000	1045
Mon Sep 17 09:36:17 2018	1537169777	1953	1047	3001	1045
Mon Sep 17 09:32:11 2018	1537169531	2171	831	3001	825
Mon Sep 17 09:33:24 2018	1537169604	2152	851	3002	848
Mon Sep 17 09:33:24 2018	1537169604	2170	833	3004	769
Mon Sep 17 09:33:24 2018	1537169604	2025	978	3004	894
Mon Sep 17 09:31:23 2018	1537169483	2196	809	3005	808
Mon Sep 17 09:33:24 2018	1537169604	2151	854	3005	851
Mon Sep 17 09:34:13 2018	1537169653	1595	1411	3005	1407
Mon Sep 17 09:34:13 2018	1537169653	1666	1340	3005	1336
Mon Sep 17 09:31:23 2018	1537169483	2197	809	3005	808
Mon Sep 17 09:34:13 2018	1537169653	1666	1340	3005	1336
Mon Sep 17 09:33:24 2018	1537169604	2169	836	3005	833
Mon Sep 17 09:34:13 2018	1537169653	1842	1164	3006	1160
Mon Sep 17 09:34:13 2018	1537169653	1595	1410	3006	1407
Mon Sep 17 09:34:13 2018	1537169653	1595	1411	3006	1407
Mon Sep 17 09:34:13 2018	1537169653	1595	1411	3006	1408
Mon Sep 17 09:34:13 2018	1537169653	1666	1340	3006	1337
Mon Sep 17 09:34:13 2018	1537169653	1596	1411	3006	1407
Mon Sep 17 09:34:13 2018	1537169653	1642	1365	3007	1362
Mon Sep 17 09:34:13 2018	1537169653	1597	1410	3007	1407
Mon Sep 17 09:34:13 2018	1537169653	1667	1341	3007	1337
Mon Sep 17 09:34:13 2018	1537169653	1653	1355	3008	1351
Mon Sep 17 09:34:13 2018	1537169653	1667	1341	3008	1337
Mon Sep 17 09:34:13 2018	1537169653	1631	1377	3008	1373
Mon Sep 17 09:34:13 2018	1537169653	1619	1388	3008	1385
Mon Sep 17 09:34:13 2018	1537169653	1597	1410	3008	1407
Mon Sep 17 09:34:13 2018	1537169653	1653	1355	3008	1351
Mon Sep 17 09:33:24 2018	1537169604	2034	979	3013	894
Mon Sep 17 09:33:24 2018	1537169604	2179	835	3014	832
Mon Sep 17 09:33:19 2018	1537169599	1724	1296	3020	1282
Mon Sep 17 09:33:19 2018	1537169599	1724	1296	3021	1282
Mon Sep 17 09:33:24 2018	1537169604	2179	843	3022	840
Mon Sep 17 09:33:24 2018	1537169604	2171	853	3024	850
Mon Sep 17 09:31:20 2018	1537169480	1089	1938	3027	1899
Mon Sep 17 09:31:41 2018	1537169501	1227	1799	3027	1798
Mon Sep 17 09:33:24 2018	1537169604	2021	1006	3027	959
Mon Sep 17 09:31:41 2018	1537169501	696	2331	3027	2260
Mon Sep 17 09:31:41 2018	1537169501	1227	1800	3027	1798
Mon Sep 17 09:35:12 2018	1537169712	1403	1626	3029	1455
Mon Sep 17 09:31:23 2018	1537169483	2221	809	3030	808
Mon Sep 17 09:31:20 2018	1537169480	1089	1944	3032	1898
Mon Sep 17 09:31:20 2018	1537169480	1089	1944	3033	1899
Mon Sep 17 09:31:20 2018	1537169480	1130	1903	3033	1857
Mon Sep 17 09:31:20 2018	1537169480	1095	1938	3033	1899
Mon Sep 17 09:31:20 2018	1537169480	1695	1339	3033	1312
Mon Sep 17 09:31:20 2018	1537169480	1672	1362	3034	1354
Mon Sep 17 09:31:20 2018	1537169480	1076	1958	3034	1522
Mon Sep 17 09:31:41 2018	1537169501	1248	1786	3034	1785
Mon Sep 17 09:32:11 2018	1537169531	1933	1101	3034	1098
Mon Sep 17 09:32:11 2018	1537169531	1934	1101	3035	1097
